0, completed initialize, 40000000000
6809, requested to allocate 4120 bytes on gen0
6810, MixedToArenaRefInternal (ref obj pMT), 400004186e0, 400007186c8,7ff9171705e8,m_arenaById[,3,]
6811, evaluating allocation rate
6812, MixedToArenaRefInternal (ref obj pMT), 49e1010, 4000050d3b0,7ff9171705e8,m_arenaById[,2,]
6813, MEMCLR: 4ceffe0, 8192
6814, MixedToArenaRefInternal (ref obj pMT), 400007186d8, 400004186c8,7ff9171705e8,m_arenaById[,2,]
6815, [h0]soh state is start
6816, MixedToArenaRefInternal (ref obj pMT), 49e1018, 4000080d3b0,7ff9171705e8,m_arenaById[,3,]
6817, [h0]soh state is try_fit
6818, [h0]soh state is can_allocate
6819, ArenaToGCRefInternal (ref obj), 4000050d3c0, 49e1000
6820, requested to allocate 4120 bytes, actual size is 8192
6821, ArenaToGCRefInternal (ref obj), 400007186e0, 4a2b000
6822, Growing segment allocation 4cf2000 10000
6823, MixedToArenaRefInternal (ref obj pMT), 4000050d3c8, 4000080d3b0,7ff9171705e8,m_arenaById[,3,]
6824, found fit at end of seg: 4cf1fe8
6825, MixedToArenaRefInternal (ref obj pMT), 4a2f010, 40000419710,7ff9171705e8,m_arenaById[,2,]
6826, Expanding segment allocation [4cf1fe8, 4cf3fd0[
6827, MixedToArenaRefInternal (ref obj pMT), 4000080d3c0, 4000050d3b0,7ff9171705e8,m_arenaById[,2,]
6828, filling up hole [4cdd030, 4cddfe8[
6829, MixedToArenaRefInternal (ref obj pMT), 4a2f018, 40000719710,7ff9171705e8,m_arenaById[,3,]
6830, Making unused array [4cdd030, 4cddfe8[
6831, ArenaToGCRefInternal (ref obj), 4000080d3c8, 49e1000
6832, [0]Emsl for alloc
6833, ArenaToGCRefInternal (ref obj), 40000419720, 4a2f000
6834, requested to allocate 4120 bytes on gen0
6835, MixedToArenaRefInternal (ref obj pMT), 49e5010, 4000050e3f8,7ff9171705e8,m_arenaById[,2,]
6836, clearing memory at 4cf1fe0 for 8192 bytes
6837, MixedToArenaRefInternal (ref obj pMT), 40000419728, 40000719710,7ff9171705e8,m_arenaById[,3,]
6838, MEMCLR: 4cf1fe0, 8192
6839, MixedToArenaRefInternal (ref obj pMT), 49e5018, 4000080e3f8,7ff9171705e8,m_arenaById[,3,]
6840, evaluating allocation rate
6841, MixedToArenaRefInternal (ref obj pMT), 40000719720, 40000419710,7ff9171705e8,m_arenaById[,2,]
6842, [h0]soh state is start
6843, ArenaToGCRefInternal (ref obj), 4000050e408, 49e5000
6844, [h0]soh state is can_allocate
6845, ArenaToGCRefInternal (ref obj), 40000719728, 4a2f000
6846, [h0]soh state is try_fit
6847, MixedToArenaRefInternal (ref obj pMT), 4000050e410, 4000080e3f8,7ff9171705e8,m_arenaById[,3,]
6848, requested to allocate 4120 bytes, actual size is 8192
6849, MixedToArenaRefInternal (ref obj pMT), 4a33010, 4000041a758,7ff9171705e8,m_arenaById[,2,]
6850, found fit at end of seg: 4cf3fe8
6851, MixedToArenaRefInternal (ref obj pMT), 4000080e408, 4000050e3f8,7ff9171705e8,m_arenaById[,2,]
6852, Expanding segment allocation [4cf3fe8, 4cf5fd0[
6853, MixedToArenaRefInternal (ref obj pMT), 4a33018, 4000071a758,7ff9171705e8,m_arenaById[,3,]
6854, filling up hole [4ceb030, 4cebfe8[
6855, ArenaToGCRefInternal (ref obj), 4000080e410, 49e5000
6856, Making unused array [4ceb030, 4cebfe8[
6857, ArenaToGCRefInternal (ref obj), 4000041a768, 4a33000
6858, [0]Emsl for alloc
6859, clearing memory at 4cf3fe0 for 8192 bytes
6860, MixedToArenaRefInternal (ref obj pMT), 4000041a770, 4000071a758,7ff9171705e8,m_arenaById[,3,]
6861, MEMCLR: 4cf3fe0, 8192
6862, requested to allocate 4120 bytes on gen0
6863, MixedToArenaRefInternal (ref obj pMT), 49e9010, 4000050f440,7ff9171705e8,m_arenaById[,2,]
6864, [h0]soh state is can_allocate
6865, MixedToArenaRefInternal (ref obj pMT), 4000071a768, 4000041a758,7ff9171705e8,m_arenaById[,2,]
6866, evaluating allocation rate
6867, MixedToArenaRefInternal (ref obj pMT), 49e9018, 4000080f440,7ff9171705e8,m_arenaById[,3,]
6868, [h0]soh state is start
6869, ArenaToGCRefInternal (ref obj), 4000071a770, 4a33000
6870, [h0]soh state is try_fit
6871, ArenaToGCRefInternal (ref obj), 4000050f450, 49e9000
6872, MixedToArenaRefInternal (ref obj pMT), 4a37010, 4000041b7a0,7ff9171705e8,m_arenaById[,2,]
6873, requested to allocate 4120 bytes, actual size is 8192
6874, MixedToArenaRefInternal (ref obj pMT), 4000050f458, 4000080f440,7ff9171705e8,m_arenaById[,3,]
6875, found fit at end of seg: 4cf5fe8
6876, MixedToArenaRefInternal (ref obj pMT), 4a37018, 4000071b7a0,7ff9171705e8,m_arenaById[,3,]
6877, Expanding segment allocation [4cf5fe8, 4cf7fd0[
6878, MixedToArenaRefInternal (ref obj pMT), 4000080f450, 4000050f440,7ff9171705e8,m_arenaById[,2,]
6879, filling up hole [4cf1030, 4cf1fe8[
6880, ArenaToGCRefInternal (ref obj), 4000041b7b0, 4a37000
6881, Making unused array [4cf1030, 4cf1fe8[
6882, ArenaToGCRefInternal (ref obj), 4000080f458, 49e9000
6883, clearing memory at 4cf5fe0 for 8192 bytes
6884, [0]Emsl for alloc
6885, MixedToArenaRefInternal (ref obj pMT), 49ed010, 40000510488,7ff9171705e8,m_arenaById[,2,]
6886, MEMCLR: 4cf5fe0, 8192
6887, requested to allocate 4120 bytes on gen0
6888, MixedToArenaRefInternal (ref obj pMT), 4000041b7b8, 4000071b7a0,7ff9171705e8,m_arenaById[,3,]
6889, [h0]soh state is can_allocate
6890, MixedToArenaRefInternal (ref obj pMT), 49ed018, 40000810488,7ff9171705e8,m_arenaById[,3,]
6891, evaluating allocation rate
6892, MixedToArenaRefInternal (ref obj pMT), 4000071b7b0, 4000041b7a0,7ff9171705e8,m_arenaById[,2,]
6893, [h0]soh state is start
6894, ArenaToGCRefInternal (ref obj), 40000510498, 49ed000
6895, [h0]soh state is try_fit
6896, ArenaToGCRefInternal (ref obj), 4000071b7b8, 4a37000
6897, MixedToArenaRefInternal (ref obj pMT), 400005104a0, 40000810488,7ff9171705e8,m_arenaById[,3,]
6898, requested to allocate 4120 bytes, actual size is 8192
6899, MixedToArenaRefInternal (ref obj pMT), 4a43010, 4000041c7e8,7ff9171705e8,m_arenaById[,2,]
6900, found fit at end of seg: 4cf7fe8
6901, MixedToArenaRefInternal (ref obj pMT), 40000810498, 40000510488,7ff9171705e8,m_arenaById[,2,]
6902, Expanding segment allocation [4cf7fe8, 4cf9fd0[
6903, MixedToArenaRefInternal (ref obj pMT), 4a43018, 4000071c7e8,7ff9171705e8,m_arenaById[,3,]
6904, filling up hole [4ce9030, 4ce9fe8[
6905, ArenaToGCRefInternal (ref obj), 400008104a0, 49ed000
6906, Making unused array [4ce9030, 4ce9fe8[
6907, ArenaToGCRefInternal (ref obj), 4000041c7f8, 4a43000
6908, [0]Emsl for alloc
6909, clearing memory at 4cf7fe0 for 8192 bytes
6910, MixedToArenaRefInternal (ref obj pMT), 49f1010, 400005114d0,7ff9171705e8,m_arenaById[,2,]
6911, MEMCLR: 4cf7fe0, 8192
6912, MixedToArenaRefInternal (ref obj pMT), 4000041c800, 4000071c7e8,7ff9171705e8,m_arenaById[,3,]
6913, requested to allocate 4120 bytes on gen0
6914, [h0]soh state is can_allocate
6915, evaluating allocation rate
6916, MixedToArenaRefInternal (ref obj pMT), 4000071c7f8, 4000041c7e8,7ff9171705e8,m_arenaById[,2,]
6917, [h0]soh state is start
6918, MixedToArenaRefInternal (ref obj pMT), 49f1018, 400008114d0,7ff9171705e8,m_arenaById[,3,]
6919, [h0]soh state is try_fit
6920, ArenaToGCRefInternal (ref obj), 4000071c800, 4a43000
6921, ArenaToGCRefInternal (ref obj), 400005114e0, 49f1000
6922, requested to allocate 4120 bytes, actual size is 8192
6923, MixedToArenaRefInternal (ref obj pMT), 4a6f010, 4000041d830,7ff9171705e8,m_arenaById[,2,]
6924, found fit at end of seg: 4cf9fe8
6925, MixedToArenaRefInternal (ref obj pMT), 400005114e8, 400008114d0,7ff9171705e8,m_arenaById[,3,]
6926, Expanding segment allocation [4cf9fe8, 4cfbfd0[
6927, MixedToArenaRefInternal (ref obj pMT), 4a6f018, 4000071d830,7ff9171705e8,m_arenaById[,3,]
6928, filling up hole [4cf5030, 4cf5fe8[
6929, MixedToArenaRefInternal (ref obj pMT), 400008114e0, 400005114d0,7ff9171705e8,m_arenaById[,2,]
6930, Making unused array [4cf5030, 4cf5fe8[
6931, ArenaToGCRefInternal (ref obj), 4000041d840, 4a6f000
6932, clearing memory at 4cf9fe0 for 8192 bytes
6933, ArenaToGCRefInternal (ref obj), 400008114e8, 49f1000
6934, MEMCLR: 4cf9fe0, 8192
6935, MixedToArenaRefInternal (ref obj pMT), 4000041d848, 4000071d830,7ff9171705e8,m_arenaById[,3,]
6936, [0]Emsl for alloc
6937, MixedToArenaRefInternal (ref obj pMT), 49f5010, 40000512518,7ff9171705e8,m_arenaById[,2,]
6938, [h0]soh state is can_allocate
6939, MixedToArenaRefInternal (ref obj pMT), 4000071d840, 4000041d830,7ff9171705e8,m_arenaById[,2,]
6940, requested to allocate 4120 bytes on gen0
6941, MixedToArenaRefInternal (ref obj pMT), 49f5018, 40000812518,7ff9171705e8,m_arenaById[,3,]
6942, evaluating allocation rate
6943, ArenaToGCRefInternal (ref obj), 4000071d848, 4a6f000
6944, [h0]soh state is start
6945, ArenaToGCRefInternal (ref obj), 40000512528, 49f5000
6946, [h0]soh state is try_fit
6947, MixedToArenaRefInternal (ref obj pMT), 4a7f010, 4000041e878,7ff9171705e8,m_arenaById[,2,]
6948, requested to allocate 4120 bytes, actual size is 8192
6949, MixedToArenaRefInternal (ref obj pMT), 40000512530, 40000812518,7ff9171705e8,m_arenaById[,3,]
6950, found fit at end of seg: 4cfbfe8
6951, MixedToArenaRefInternal (ref obj pMT), 4a7f018, 4000071e878,7ff9171705e8,m_arenaById[,3,]
6952, Expanding segment allocation [4cfbfe8, 4cfdfd0[
6953, MixedToArenaRefInternal (ref obj pMT), 40000812528, 40000512518,7ff9171705e8,m_arenaById[,2,]
6954, filling up hole [4cf3030, 4cf3fe8[
6955, ArenaToGCRefInternal (ref obj), 4000041e888, 4a7f000
6956, Making unused array [4cf3030, 4cf3fe8[
6957, ArenaToGCRefInternal (ref obj), 40000812530, 49f5000
6958, [0]Emsl for alloc
6959, clearing memory at 4cfbfe0 for 8192 bytes
6960, MixedToArenaRefInternal (ref obj pMT), 4000041e890, 4000071e878,7ff9171705e8,m_arenaById[,3,]
6961, requested to allocate 4120 bytes on gen0
6962, MixedToArenaRefInternal (ref obj pMT), 49f9010, 40000513560,7ff9171705e8,m_arenaById[,2,]
6963, MEMCLR: 4cfbfe0, 8192
6964, MixedToArenaRefInternal (ref obj pMT), 4000071e888, 4000041e878,7ff9171705e8,m_arenaById[,2,]
6965, evaluating allocation rate
6966, MixedToArenaRefInternal (ref obj pMT), 49f9018, 40000813560,7ff9171705e8,m_arenaById[,3,]
6967, [h0]soh state is start
6968, ArenaToGCRefInternal (ref obj), 40000513570, 49f9000
6969, [h0]soh state is try_fit
6970, [h0]soh state is can_allocate
6971, ArenaToGCRefInternal (ref obj), 4000071e890, 4a7f000
6972, requested to allocate 4120 bytes, actual size is 8192
6973, MixedToArenaRefInternal (ref obj pMT), 40000513578, 40000813560,7ff9171705e8,m_arenaById[,3,]
6974, found fit at end of seg: 4cfdfe8
6975, MixedToArenaRefInternal (ref obj pMT), 4a83010, 4000041f8c0,7ff9171705e8,m_arenaById[,2,]
6976, Expanding segment allocation [4cfdfe8, 4cfffd0[
6977, MixedToArenaRefInternal (ref obj pMT), 40000813570, 40000513560,7ff9171705e8,m_arenaById[,2,]
6978, filling up hole [4cf9030, 4cf9fe8[
6979, MixedToArenaRefInternal (ref obj pMT), 4a83018, 4000071f8c0,7ff9171705e8,m_arenaById[,3,]
6980, Making unused array [4cf9030, 4cf9fe8[
6981, ArenaToGCRefInternal (ref obj), 40000813578, 49f9000
6982, clearing memory at 4cfdfe0 for 8192 bytes
6983, ArenaToGCRefInternal (ref obj), 4000041f8d0, 4a83000
6984, [0]Emsl for alloc
6985, MEMCLR: 4cfdfe0, 8192
6986, MixedToArenaRefInternal (ref obj pMT), 49fd010, 400005145a8,7ff9171705e8,m_arenaById[,2,]
6987, requested to allocate 4120 bytes on gen0
6988, MixedToArenaRefInternal (ref obj pMT), 4000041f8d8, 4000071f8c0,7ff9171705e8,m_arenaById[,3,]
6989, [h0]soh state is can_allocate
6990, MixedToArenaRefInternal (ref obj pMT), 49fd018, 400008145a8,7ff9171705e8,m_arenaById[,3,]
6991, evaluating allocation rate
6992, MixedToArenaRefInternal (ref obj pMT), 4000071f8d0, 4000041f8c0,7ff9171705e8,m_arenaById[,2,]
6993, [h0]soh state is start
6994, ArenaToGCRefInternal (ref obj), 400005145b8, 49fd000
6995, [h0]soh state is try_fit
6996, ArenaToGCRefInternal (ref obj), 4000071f8d8, 4a83000
6997, MixedToArenaRefInternal (ref obj pMT), 400005145c0, 400008145a8,7ff9171705e8,m_arenaById[,3,]
6998, requested to allocate 4120 bytes, actual size is 8192
6999, MixedToArenaRefInternal (ref obj pMT), 4aad010, 40000420908,7ff9171705e8,m_arenaById[,2,]
7000, found fit at end of seg: 4cfffe8
7001, MixedToArenaRefInternal (ref obj pMT), 400008145b8, 400005145a8,7ff9171705e8,m_arenaById[,2,]
7002, Expanding segment allocation [4cfffe8, 4d01fd0[
7003, MixedToArenaRefInternal (ref obj pMT), 4aad018, 40000720908,7ff9171705e8,m_arenaById[,3,]
7004, filling up hole [4cf7030, 4cf7fe8[
7005, ArenaToGCRefInternal (ref obj), 400008145c0, 49fd000
7006, Making unused array [4cf7030, 4cf7fe8[
7007, ArenaToGCRefInternal (ref obj), 40000420918, 4aad000
7008, [0]Emsl for alloc
7009, MixedToArenaRefInternal (ref obj pMT), 4a01010, 400005155f0,7ff9171705e8,m_arenaById[,2,]
7010, requested to allocate 4120 bytes on gen0
7011, MixedToArenaRefInternal (ref obj pMT), 40000420920, 40000720908,7ff9171705e8,m_arenaById[,3,]
7012, evaluating allocation rate
7013, MixedToArenaRefInternal (ref obj pMT), 4a01018, 400008155f0,7ff9171705e8,m_arenaById[,3,]
7014, clearing memory at 4cfffe0 for 8192 bytes
7015, MixedToArenaRefInternal (ref obj pMT), 40000720918, 40000420908,7ff9171705e8,m_arenaById[,2,]
7016, MEMCLR: 4cfffe0, 8192
7017, ArenaToGCRefInternal (ref obj), 40000515600, 4a01000
7018, [h0]soh state is start
7019, ArenaToGCRefInternal (ref obj), 40000720920, 4aad000
7020, [h0]soh state is can_allocate
7021, MixedToArenaRefInternal (ref obj pMT), 40000515608, 400008155f0,7ff9171705e8,m_arenaById[,3,]
7022, [h0]soh state is try_fit
7023, MixedToArenaRefInternal (ref obj pMT), 4ab1010, 40000421950,7ff9171705e8,m_arenaById[,2,]
7024, requested to allocate 4120 bytes, actual size is 8192
7025, MixedToArenaRefInternal (ref obj pMT), 40000815600, 400005155f0,7ff9171705e8,m_arenaById[,2,]
7026, Growing segment allocation 4d02000 10000
7027, MixedToArenaRefInternal (ref obj pMT), 4ab1018, 40000721950,7ff9171705e8,m_arenaById[,3,]
7028, ArenaToGCRefInternal (ref obj), 40000815608, 4a01000
7029, found fit at end of seg: 4d01fe8
7030, ArenaToGCRefInternal (ref obj), 40000421960, 4ab1000
7031, Expanding segment allocation [4d01fe8, 4d03fd0[
7032, MixedToArenaRefInternal (ref obj pMT), 4a0d010, 40000516638,7ff9171705e8,m_arenaById[,2,]
7033, MixedToArenaRefInternal (ref obj pMT), 40000421968, 40000721950,7ff9171705e8,m_arenaById[,3,]
7034, filling up hole [4ced030, 4cedfe8[
7035, MixedToArenaRefInternal (ref obj pMT), 4a0d018, 40000816638,7ff9171705e8,m_arenaById[,3,]
7036, Making unused array [4ced030, 4cedfe8[
7037, MixedToArenaRefInternal (ref obj pMT), 40000721960, 40000421950,7ff9171705e8,m_arenaById[,2,]
7038, clearing memory at 4d01fe0 for 8192 bytes
7039, [0]Emsl for alloc
7040, ArenaToGCRefInternal (ref obj), 40000721968, 4ab1000
7041, MEMCLR: 4d01fe0, 8192
7042, ArenaToGCRefInternal (ref obj), 40000516648, 4a0d000
7043, requested to allocate 4120 bytes on gen0
7044, MixedToArenaRefInternal (ref obj pMT), 4ab5010, 40000422998,7ff9171705e8,m_arenaById[,2,]
7045, [h0]soh state is can_allocate
7046, evaluating allocation rate
7047, MixedToArenaRefInternal (ref obj pMT), 4ab5018, 40000722998,7ff9171705e8,m_arenaById[,3,]
7048, [h0]soh state is start
7049, MixedToArenaRefInternal (ref obj pMT), 40000516650, 40000816638,7ff9171705e8,m_arenaById[,3,]
7050, [h0]soh state is try_fit
7051, ArenaToGCRefInternal (ref obj), 400004229a8, 4ab5000
7052, MixedToArenaRefInternal (ref obj pMT), 40000816648, 40000516638,7ff9171705e8,m_arenaById[,2,]
7053, requested to allocate 4120 bytes, actual size is 8192
7054, MixedToArenaRefInternal (ref obj pMT), 400004229b0, 40000722998,7ff9171705e8,m_arenaById[,3,]
7055, found fit at end of seg: 4d03fe8
7056, ArenaToGCRefInternal (ref obj), 40000816650, 4a0d000
7057, Expanding segment allocation [4d03fe8, 4d05fd0[
7058, MixedToArenaRefInternal (ref obj pMT), 400007229a8, 40000422998,7ff9171705e8,m_arenaById[,2,]
7059, filling up hole [4cfb030, 4cfbfe8[
7060, MixedToArenaRefInternal (ref obj pMT), 4a11010, 40000517680,7ff9171705e8,m_arenaById[,2,]
7061, ArenaToGCRefInternal (ref obj), 400007229b0, 4ab5000
7062, Making unused array [4cfb030, 4cfbfe8[
7063, MixedToArenaRefInternal (ref obj pMT), 4a11018, 40000817680,7ff9171705e8,m_arenaById[,3,]
7064, [0]Emsl for alloc
7065, clearing memory at 4d03fe0 for 8192 bytes
7066, MixedToArenaRefInternal (ref obj pMT), 4ac1010, 400004239e0,7ff9171705e8,m_arenaById[,2,]
7067, MEMCLR: 4d03fe0, 8192
7068, ArenaToGCRefInternal (ref obj), 40000517690, 4a11000
7069, requested to allocate 4120 bytes on gen0
7070, MixedToArenaRefInternal (ref obj pMT), 4ac1018, 400007239e0,7ff9171705e8,m_arenaById[,3,]
7071, [h0]soh state is can_allocate
7072, evaluating allocation rate
7073, ArenaToGCRefInternal (ref obj), 400004239f0, 4ac1000
7074, [h0]soh state is start
7075, MixedToArenaRefInternal (ref obj pMT), 40000517698, 40000817680,7ff9171705e8,m_arenaById[,3,]
7076, [h0]soh state is try_fit
7077, MixedToArenaRefInternal (ref obj pMT), 400004239f8, 400007239e0,7ff9171705e8,m_arenaById[,3,]
7078, requested to allocate 4120 bytes, actual size is 8192
7079, MixedToArenaRefInternal (ref obj pMT), 40000817690, 40000517680,7ff9171705e8,m_arenaById[,2,]
7080, found fit at end of seg: 4d05fe8
7081, MixedToArenaRefInternal (ref obj pMT), 400007239f0, 400004239e0,7ff9171705e8,m_arenaById[,2,]
7082, ArenaToGCRefInternal (ref obj), 40000817698, 4a11000
7083, Expanding segment allocation [4d05fe8, 4d07fd0[
7084, ArenaToGCRefInternal (ref obj), 400007239f8, 4ac1000
7085, filling up hole [4cff030, 4cfffe8[
7086, MixedToArenaRefInternal (ref obj pMT), 4a1b010, 400005186c8,7ff9171705e8,m_arenaById[,2,]
7087, Making unused array [4cff030, 4cfffe8[
7088, MixedToArenaRefInternal (ref obj pMT), 4ac5010, 40000424a28,7ff9171705e8,m_arenaById[,2,]
7089, [0]Emsl for alloc
7090, MixedToArenaRefInternal (ref obj pMT), 4a1b018, 400008186c8,7ff9171705e8,m_arenaById[,3,]
7091, requested to allocate 4120 bytes on gen0
7092, MixedToArenaRefInternal (ref obj pMT), 4ac5018, 40000724a28,7ff9171705e8,m_arenaById[,3,]
7093, evaluating allocation rate
7094, ArenaToGCRefInternal (ref obj), 400005186d8, 4a1b000
7095, clearing memory at 4d05fe0 for 8192 bytes
7096, ArenaToGCRefInternal (ref obj), 40000424a38, 4ac5000
7097, MEMCLR: 4d05fe0, 8192
7098, MixedToArenaRefInternal (ref obj pMT), 400005186e0, 400008186c8,7ff9171705e8,m_arenaById[,3,]
7099, [h0]soh state is start
7100, MixedToArenaRefInternal (ref obj pMT), 40000424a40, 40000724a28,7ff9171705e8,m_arenaById[,3,]
7101, [h0]soh state is try_fit
7102, MixedToArenaRefInternal (ref obj pMT), 400008186d8, 400005186c8,7ff9171705e8,m_arenaById[,2,]
7103, [h0]soh state is can_allocate
7104, MixedToArenaRefInternal (ref obj pMT), 40000724a38, 40000424a28,7ff9171705e8,m_arenaById[,2,]
7105, requested to allocate 4120 bytes, actual size is 8192
7106, ArenaToGCRefInternal (ref obj), 400008186e0, 4a1b000
7107, found fit at end of seg: 4d07fe8
7108, ArenaToGCRefInternal (ref obj), 40000724a40, 4ac5000
7109, Expanding segment allocation [4d07fe8, 4d09fd0[
7110, MixedToArenaRefInternal (ref obj pMT), 4a29010, 40000519710,7ff9171705e8,m_arenaById[,2,]
7111, filling up hole [4cef030, 4ceffe8[
7112, MixedToArenaRefInternal (ref obj pMT), 4ac9010, 40000425a70,7ff9171705e8,m_arenaById[,2,]
7113, MixedToArenaRefInternal (ref obj pMT), 4a29018, 40000819710,7ff9171705e8,m_arenaById[,3,]
7114, Making unused array [4cef030, 4ceffe8[
7115, MixedToArenaRefInternal (ref obj pMT), 4ac9018, 40000725a70,7ff9171705e8,m_arenaById[,3,]
7116, clearing memory at 4d07fe0 for 8192 bytes
7117, [0]Emsl for alloc
7118, ArenaToGCRefInternal (ref obj), 40000519720, 4a29000
7119, requested to allocate 4120 bytes on gen0
7120, MEMCLR: 4d07fe0, 8192
7121, evaluating allocation rate
7122, ArenaToGCRefInternal (ref obj), 40000425a80, 4ac9000
7123, [h0]soh state is start
7124, MixedToArenaRefInternal (ref obj pMT), 40000519728, 40000819710,7ff9171705e8,m_arenaById[,3,]
7125, [h0]soh state is try_fit
7126, MixedToArenaRefInternal (ref obj pMT), 40000425a88, 40000725a70,7ff9171705e8,m_arenaById[,3,]
7127, requested to allocate 4120 bytes, actual size is 8192
7128, [h0]soh state is can_allocate
7129, MixedToArenaRefInternal (ref obj pMT), 40000725a80, 40000425a70,7ff9171705e8,m_arenaById[,2,]
7130, found fit at end of seg: 4d09fe8
7131, MixedToArenaRefInternal (ref obj pMT), 40000819720, 40000519710,7ff9171705e8,m_arenaById[,2,]
7132, Expanding segment allocation [4d09fe8, 4d0bfd0[
7133, ArenaToGCRefInternal (ref obj), 40000725a88, 4ac9000
7134, filling up hole [4cfd030, 4cfdfe8[
7135, ArenaToGCRefInternal (ref obj), 40000819728, 4a29000
7136, Making unused array [4cfd030, 4cfdfe8[
7137, MixedToArenaRefInternal (ref obj pMT), 4acd010, 40000426ab8,7ff9171705e8,m_arenaById[,2,]
7138, [0]Emsl for alloc
7139, MixedToArenaRefInternal (ref obj pMT), 4a2d010, 4000051a758,7ff9171705e8,m_arenaById[,2,]
7140, clearing memory at 4d09fe0 for 8192 bytes
7141, MixedToArenaRefInternal (ref obj pMT), 4acd018, 40000726ab8,7ff9171705e8,m_arenaById[,3,]
7142, requested to allocate 4120 bytes on gen0
7143, MixedToArenaRefInternal (ref obj pMT), 4a2d018, 4000081a758,7ff9171705e8,m_arenaById[,3,]
7144, MEMCLR: 4d09fe0, 8192
7145, ArenaToGCRefInternal (ref obj), 40000426ac8, 4acd000
7146, evaluating allocation rate
7147, ArenaToGCRefInternal (ref obj), 4000051a768, 4a2d000
7148, [h0]soh state is can_allocate
7149, MixedToArenaRefInternal (ref obj pMT), 40000426ad0, 40000726ab8,7ff9171705e8,m_arenaById[,3,]
7150, [h0]soh state is start
7151, MixedToArenaRefInternal (ref obj pMT), 4000051a770, 4000081a758,7ff9171705e8,m_arenaById[,3,]
7152, [h0]soh state is try_fit
7153, MixedToArenaRefInternal (ref obj pMT), 40000726ac8, 40000426ab8,7ff9171705e8,m_arenaById[,2,]
7154, requested to allocate 4120 bytes, actual size is 8192
7155, ArenaToGCRefInternal (ref obj), 40000726ad0, 4acd000
7156, found fit at end of seg: 4d0bfe8
7157, MixedToArenaRefInternal (ref obj pMT), 4000081a768, 4000051a758,7ff9171705e8,m_arenaById[,2,]
7158, Expanding segment allocation [4d0bfe8, 4d0dfd0[
7159, MixedToArenaRefInternal (ref obj pMT), 4ad1010, 40000427b00,7ff9171705e8,m_arenaById[,2,]
7160, filling up hole [4d05030, 4d05fe8[
7161, ArenaToGCRefInternal (ref obj), 4000081a770, 4a2d000
7162, Making unused array [4d05030, 4d05fe8[
7163, MixedToArenaRefInternal (ref obj pMT), 4ad1018, 40000727b00,7ff9171705e8,m_arenaById[,3,]
7164, clearing memory at 4d0bfe0 for 8192 bytes
7165, [0]Emsl for alloc
7166, ArenaToGCRefInternal (ref obj), 40000427b10, 4ad1000
7167, MEMCLR: 4d0bfe0, 8192
7168, MixedToArenaRefInternal (ref obj pMT), 4a31010, 4000051b7a0,7ff9171705e8,m_arenaById[,2,]
7169, requested to allocate 4120 bytes on gen0
7170, [h0]soh state is can_allocate
7171, evaluating allocation rate
7172, MixedToArenaRefInternal (ref obj pMT), 4a31018, 4000081b7a0,7ff9171705e8,m_arenaById[,3,]
7173, [h0]soh state is start
7174, MixedToArenaRefInternal (ref obj pMT), 40000427b18, 40000727b00,7ff9171705e8,m_arenaById[,3,]
7175, [h0]soh state is try_fit
7176, ArenaToGCRefInternal (ref obj), 4000051b7b0, 4a31000
7177, MixedToArenaRefInternal (ref obj pMT), 40000727b10, 40000427b00,7ff9171705e8,m_arenaById[,2,]
7178, requested to allocate 4120 bytes, actual size is 8192
7179, ArenaToGCRefInternal (ref obj), 40000727b18, 4ad1000
7180, found fit at end of seg: 4d0dfe8
7181, MixedToArenaRefInternal (ref obj pMT), 4000051b7b8, 4000081b7a0,7ff9171705e8,m_arenaById[,3,]
7182, MixedToArenaRefInternal (ref obj pMT), 4ad5010, 40000428b48,7ff9171705e8,m_arenaById[,2,]
7183, Expanding segment allocation [4d0dfe8, 4d0ffd0[
7184, MixedToArenaRefInternal (ref obj pMT), 4000081b7b0, 4000051b7a0,7ff9171705e8,m_arenaById[,2,]
7185, filling up hole [4d03030, 4d03fe8[
7186, MixedToArenaRefInternal (ref obj pMT), 4ad5018, 40000728b48,7ff9171705e8,m_arenaById[,3,]
7187, Making unused array [4d03030, 4d03fe8[
7188, ArenaToGCRefInternal (ref obj), 4000081b7b8, 4a31000
7189, clearing memory at 4d0dfe0 for 8192 bytes
7190, ArenaToGCRefInternal (ref obj), 40000428b58, 4ad5000
7191, MEMCLR: 4d0dfe0, 8192
7192, [0]Emsl for alloc
7193, MixedToArenaRefInternal (ref obj pMT), 40000428b60, 40000728b48,7ff9171705e8,m_arenaById[,3,]
7194, requested to allocate 4120 bytes on gen0
7195, MixedToArenaRefInternal (ref obj pMT), 4a35010, 4000051c7e8,7ff9171705e8,m_arenaById[,2,]
7196, evaluating allocation rate
7197, [h0]soh state is can_allocate
7198, [h0]soh state is start
7199, MixedToArenaRefInternal (ref obj pMT), 40000728b58, 40000428b48,7ff9171705e8,m_arenaById[,2,]
7200, [h0]soh state is try_fit
7201, MixedToArenaRefInternal (ref obj pMT), 4a35018, 4000081c7e8,7ff9171705e8,m_arenaById[,3,]
7202, requested to allocate 4120 bytes, actual size is 8192
7203, ArenaToGCRefInternal (ref obj), 40000728b60, 4ad5000
7204, found fit at end of seg: 4d0ffe8
7205, ArenaToGCRefInternal (ref obj), 4000051c7f8, 4a35000
7206, Expanding segment allocation [4d0ffe8, 4d11fd0[
